ID;TypeOfEducation;IdeologicalBasisOfTheSchool;Schoolsize;Periods;SchoolsInstitutions_1;EnrolledPupilsStudents_2
533;A025301;A041914;A041912;2011SJ00;0;0
534;A025301;A041914;A041912;2012SJ00;0;0
535;A025301;A041914;A041912;2013SJ00;0;0
536;A025301;A041914;A041912;2014SJ00;0;0
537;A025301;A041914;A041912;2015SJ00;0;0
538;A025301;A041914;A041912;2016SJ00;0;0
539;A025301;A041914;A041912;2017SJ00;0;0
540;A025301;A041914;A041912;2018SJ00;0;0
541;A025301;A041914;A041912;2019SJ00;0;0
542;A025301;A041914;A041912;2020SJ00;0;0
543;A025301;A041914;A041912;2021SJ00;0;0
544;A025301;A041914;A041913;1990SJ00;0;0
545;A025301;A041914;A041913;1991SJ00;0;0
546;A025301;A041914;A041913;1992SJ00;0;0
547;A025301;A041914;A041913;1993SJ00;0;0
548;A025301;A041914;A041913;1994SJ00;0;0
549;A025301;A041914;A041913;1995SJ00;0;0
550;A025301;A041914;A041913;1996SJ00;0;0
551;A025301;A041914;A041913;1997SJ00;0;0
552;A025301;A041914;A041913;1998SJ00;0;0
553;A025301;A041914;A041913;1999SJ00;0;0
554;A025301;A041914;A041913;2000SJ00;0;0
555;A025301;A041914;A041913;2001SJ00;0;0
556;A025301;A041914;A041913;2002SJ00;0;0
557;A025301;A041914;A041913;2003SJ00;0;0
558;A025301;A041914;A041913;2004SJ00;0;0
559;A025301;A041914;A041913;2005SJ00;0;0
560;A025301;A041914;A041913;2006SJ00;0;0
561;A025301;A041914;A041913;2007SJ00;0;0
562;A025301;A041914;A041913;2008SJ00;0;0
563;A025301;A041914;A041913;2009SJ00;0;0
564;A025301;A041914;A041913;2010SJ00;0;0
565;A025301;A041914;A041913;2011SJ00;0;0
566;A025301;A041914;A041913;2012SJ00;0;0
567;A025301;A041914;A041913;2013SJ00;0;0
568;A025301;A041914;A041913;2014SJ00;0;0
569;A025301;A041914;A041913;2015SJ00;0;0
570;A025301;A041914;A041913;2016SJ00;0;0
571;A025301;A041914;A041913;2017SJ00;0;0
572;A025301;A041914;A041913;2018SJ00;0;0
573;A025301;A041914;A041913;2019SJ00;0;0
574;A025301;A041914;A041913;2020SJ00;0;0
575;A025301;A041914;A041913;2021SJ00;0;0
576;A025301;A041915;T001304;1990SJ00;6137;1054560
577;A025301;A041915;T001304;1991SJ00;6120;1029807
578;A025301;A041915;T001304;1992SJ00;6055;1033377
579;A025301;A041915;T001304;1993SJ00;5953;1041506
580;A025301;A041915;T001304;1994SJ00;5805;1058613
581;A025301;A041915;T001304;1995SJ00;5549;1076523
582;A025301;A041915;T001304;1996SJ00;5447;1091970
583;A025301;A041915;T001304;1997SJ00;5387;1106108
584;A025301;A041915;T001304;1998SJ00;5341;1117452
585;A025301;A041915;T001304;1999SJ00;5306;1124756
586;A025301;A041915;T001304;2000SJ00;5246;1128749
587;A025301;A041915;T001304;2001SJ00;5224;1136525
588;A025301;A041915;T001304;2002SJ00;5223;1141412
589;A025301;A041915;T001304;2003SJ00;5189;1145223
590;A025301;A041915;T001304;2004SJ00;5155;1150239
591;A025301;A041915;T001304;2005SJ00;5149;1155044
592;A025301;A041915;T001304;2006SJ00;5130;1158048
593;A025301;A041915;T001304;2007SJ00;5114;1163003
594;A025301;A041915;T001304;2008SJ00;5121;1165670
595;A025301;A041915;T001304;2009SJ00;5117;1162461
596;A025301;A041915;T001304;2010SJ00;5081;1153717
597;A025301;A041915;T001304;2011SJ00;5055;1141269
598;A025301;A041915;T001304;2012SJ00;5007;1128043
599;A025301;A041915;T001304;2013SJ00;4952;1115199
600;A025301;A041915;T001304;2014SJ00;4895;1102279
601;A025301;A041915;T001304;2015SJ00;4781;1088525
602;A025301;A041915;T001304;2016SJ00;4733;1077317
603;A025301;A041915;T001304;2017SJ00;4681;1070208
604;A025301;A041915;T001304;2018SJ00;4638;1065742
605;A025301;A041915;T001304;2019SJ00;4627;1061467
606;A025301;A041915;T001304;2020SJ00;4612;1055843
607;A025301;A041915;T001304;2021SJ00;4582;1047025
608;A025301;A041915;A041906;1990SJ00;1447;97890
609;A025301;A041915;A041906;1991SJ00;1490;100581
610;A025301;A041915;A041906;1992SJ00;1461;100828
611;A025301;A041915;A041906;1993SJ00;1390;95324
612;A025301;A041915;A041906;1994SJ00;1267;87430
613;A025301;A041915;A041906;1995SJ00;1116;76543
614;A025301;A041915;A041906;1996SJ00;1055;73137
615;A025301;A041915;A041906;1997SJ00;991;68806
616;A025301;A041915;A041906;1998SJ00;943;65261
617;A025301;A041915;A041906;1999SJ00;920;63472
618;A025301;A041915;A041906;2000SJ00;878;61763
619;A025301;A041915;A041906;2001SJ00;834;58177
620;A025301;A041915;A041906;2002SJ00;839;57716
621;A025301;A041915;A041906;2003SJ00;798;55321
622;A025301;A041915;A041906;2004SJ00;772;53670
623;A025301;A041915;A041906;2005SJ00;777;54097
624;A025301;A041915;A041906;2006SJ00;767;53430
625;A025301;A041915;A041906;2007SJ00;757;52135
626;A025301;A041915;A041906;2008SJ00;794;54221
627;A025301;A041915;A041906;2009SJ00;830;57183
628;A025301;A041915;A041906;2010SJ00;842;58970
629;A025301;A041915;A041906;2011SJ00;853;59249
630;A025301;A041915;A041906;2012SJ00;834;58409
631;A025301;A041915;A041906;2013SJ00;841;59259
632;A025301;A041915;A041906;2014SJ00;833;58916
633;A025301;A041915;A041906;2015SJ00;798;56735
634;A025301;A041915;A041906;2016SJ00;785;55806
635;A025301;A041915;A041906;2017SJ00;769;55161
636;A025301;A041915;A041906;2018SJ00;739;52932
637;A025301;A041915;A041906;2019SJ00;741;52993
638;A025301;A041915;A041906;2020SJ00;741;52919
639;A025301;A041915;A041906;2021SJ00;721;51586
640;A025301;A041915;A041907;1990SJ00;2683;398573
641;A025301;A041915;A041907;1991SJ00;2725;403664
642;A025301;A041915;A041907;1992SJ00;2660;395679
643;A025301;A041915;A041907;1993SJ00;2492;370836
644;A025301;A041915;A041907;1994SJ00;2325;348305
645;A025301;A041915;A041907;1995SJ00;2004;303088
646;A025301;A041915;A041907;1996SJ00;1867;282359
647;A025301;A041915;A041907;1997SJ00;1837;278516
648;A025301;A041915;A041907;1998SJ00;1791;271911
649;A025301;A041915;A041907;1999SJ00;1744;264766
650;A025301;A041915;A041907;2000SJ00;1705;260099
651;A025301;A041915;A041907;2001SJ00;1719;262055
652;A025301;A041915;A041907;2002SJ00;1711;260799
653;A025301;A041915;A041907;2003SJ00;1716;261450
654;A025301;A041915;A041907;2004SJ00;1688;256817
655;A025301;A041915;A041907;2005SJ00;1659;252373
656;A025301;A041915;A041907;2006SJ00;1666;253612
657;A025301;A041915;A041907;2007SJ00;1659;251817
658;A025301;A041915;A041907;2008SJ00;1637;249118
659;A025301;A041915;A041907;2009SJ00;1630;248410
660;A025301;A041915;A041907;2010SJ00;1635;250230
661;A025301;A041915;A041907;2011SJ00;1651;252860
662;A025301;A041915;A041907;2012SJ00;1672;255609
663;A025301;A041915;A041907;2013SJ00;1663;254717
664;A025301;A041915;A041907;2014SJ00;1638;249032
665;A025301;A041915;A041907;2015SJ00;1588;241255
666;A025301;A041915;A041907;2016SJ00;1578;239598
667;A025301;A041915;A041907;2017SJ00;1586;241626
668;A025301;A041915;A041907;2018SJ00;1573;239371
669;A025301;A041915;A041907;2019SJ00;1553;235443
670;A025301;A041915;A041907;2020SJ00;1545;234430
671;A025301;A041915;A041907;2021SJ00;1555;235741
672;A025301;A041915;A041908;1990SJ00;1968;535976
673;A025301;A041915;A041908;1991SJ00;1875;508431
674;A025301;A041915;A041908;1992SJ00;1900;517482
675;A025301;A041915;A041908;1993SJ00;2032;553399
676;A025301;A041915;A041908;1994SJ00;2162;594114
677;A025301;A041915;A041908;1995SJ00;2366;660651
678;A025301;A041915;A041908;1996SJ00;2449;692568
679;A025301;A041915;A041908;1997SJ00;2462;702736
680;A025301;A041915;A041908;1998SJ00;2492;713923
681;A025301;A041915;A041908;1999SJ00;2517;723147
682;A025301;A041915;A041908;2000SJ00;2542;734674
683;A025301;A041915;A041908;2001SJ00;2533;734248
684;A025301;A041915;A041908;2002SJ00;2532;738356
685;A025301;A041915;A041908;2003SJ00;2526;738541
686;A025301;A041915;A041908;2004SJ00;2538;744155
687;A025301;A041915;A041908;2005SJ00;2548;747312
688;A025301;A041915;A041908;2006SJ00;2514;738526
689;A025301;A041915;A041908;2007SJ00;2494;732434
690;A025301;A041915;A041908;2008SJ00;2478;728899
691;A025301;A041915;A041908;2009SJ00;2442;719870
692;A025301;A041915;A041908;2010SJ00;2377;699483
693;A025301;A041915;A041908;2011SJ00;2317;679995
694;A025301;A041915;A041908;2012SJ00;2275;669074
695;A025301;A041915;A041908;2013SJ00;2225;657978
696;A025301;A041915;A041908;2014SJ00;2197;648465
697;A025301;A041915;A041908;2015SJ00;2180;646221
698;A025301;A041915;A041908;2016SJ00;2153;637113
699;A025301;A041915;A041908;2017SJ00;2111;629387
700;A025301;A041915;A041908;2018SJ00;2118;632911
701;A025301;A041915;A041908;2019SJ00;2132;637048
702;A025301;A041915;A041908;2020SJ00;2133;637594
703;A025301;A041915;A041908;2021SJ00;2121;633926
704;A025301;A041915;A041909;1990SJ00;39;22121
705;A025301;A041915;A041909;1991SJ00;30;17131
706;A025301;A041915;A041909;1992SJ00;34;19388
707;A025301;A041915;A041909;1993SJ00;39;21947
708;A025301;A041915;A041909;1994SJ00;51;28764
709;A025301;A041915;A041909;1995SJ00;63;36241
710;A025301;A041915;A041909;1996SJ00;76;43906
711;A025301;A041915;A041909;1997SJ00;97;56050
712;A025301;A041915;A041909;1998SJ00;115;66357
713;A025301;A041915;A041909;1999SJ00;125;73371
714;A025301;A041915;A041909;2000SJ00;120;71189
715;A025301;A041915;A041909;2001SJ00;137;80955
716;A025301;A041915;A041909;2002SJ00;140;83411
717;A025301;A041915;A041909;2003SJ00;148;88739
718;A025301;A041915;A041909;2004SJ00;156;94431
719;A025301;A041915;A041909;2005SJ00;164;100073
720;A025301;A041915;A041909;2006SJ00;181;110170
721;A025301;A041915;A041909;2007SJ00;201;123146
722;A025301;A041915;A041909;2008SJ00;207;127692
723;A025301;A041915;A041909;2009SJ00;208;128922
724;A025301;A041915;A041909;2010SJ00;221;137626
725;A025301;A041915;A041909;2011SJ00;227;140552
726;A025301;A041915;A041909;2012SJ00;219;136133
727;A025301;A041915;A041909;2013SJ00;215;133049
728;A025301;A041915;A041909;2014SJ00;217;133807
729;A025301;A041915;A041909;2015SJ00;203;126147
730;A025301;A041915;A041909;2016SJ00;206;127828
731;A025301;A041915;A041909;2017SJ00;204;127023
732;A025301;A041915;A041909;2018SJ00;197;123207
733;A025301;A041915;A041909;2019SJ00;190;118703
734;A025301;A041915;A041909;2020SJ00;183;114751
735;A025301;A041915;A041909;2021SJ00;174;108728
736;A025301;A041915;A041910;1990SJ00;0;0
737;A025301;A041915;A041910;1991SJ00;0;0
738;A025301;A041915;A041910;1992SJ00;0;0
739;A025301;A041915;A041910;1993SJ00;0;0
740;A025301;A041915;A041910;1994SJ00;0;0
741;A025301;A041915;A041910;1995SJ00;0;0
742;A025301;A041915;A041910;1996SJ00;0;0
743;A025301;A041915;A041910;1997SJ00;0;0
744;A025301;A041915;A041910;1998SJ00;0;0
745;A025301;A041915;A041910;1999SJ00;0;0
746;A025301;A041915;A041910;2000SJ00;1;1024
747;A025301;A041915;A041910;2001SJ00;1;1090
748;A025301;A041915;A041910;2002SJ00;1;1130
749;A025301;A041915;A041910;2003SJ00;1;1172
750;A025301;A041915;A041910;2004SJ00;1;1166
751;A025301;A041915;A041910;2005SJ00;1;1189
752;A025301;A041915;A041910;2006SJ00;2;2310
753;A025301;A041915;A041910;2007SJ00;3;3471
754;A025301;A041915;A041910;2008SJ00;5;5740
755;A025301;A041915;A041910;2009SJ00;7;8076
756;A025301;A041915;A041910;2010SJ00;6;7408
757;A025301;A041915;A041910;2011SJ00;7;8613
758;A025301;A041915;A041910;2012SJ00;7;8818
759;A025301;A041915;A041910;2013SJ00;8;10196
760;A025301;A041915;A041910;2014SJ00;10;12059
761;A025301;A041915;A041910;2015SJ00;10;11861
762;A025301;A041915;A041910;2016SJ00;9;11059
763;A025301;A041915;A041910;2017SJ00;9;10972
764;A025301;A041915;A041910;2018SJ00;9;11188
765;A025301;A041915;A041910;2019SJ00;9;11299
766;A025301;A041915;A041910;2020SJ00;8;10202
767;A025301;A041915;A041910;2021SJ00;9;11295
768;A025301;A041915;A041911;1990SJ00;0;0
769;A025301;A041915;A041911;1991SJ00;0;0
770;A025301;A041915;A041911;1992SJ00;0;0
771;A025301;A041915;A041911;1993SJ00;0;0
772;A025301;A041915;A041911;1994SJ00;0;0
773;A025301;A041915;A041911;1995SJ00;0;0
774;A025301;A041915;A041911;1996SJ00;0;0
775;A025301;A041915;A041911;1997SJ00;0;0
776;A025301;A041915;A041911;1998SJ00;0;0
777;A025301;A041915;A041911;1999SJ00;0;0
778;A025301;A041915;A041911;2000SJ00;0;0
779;A025301;A041915;A041911;2001SJ00;0;0
780;A025301;A041915;A041911;2002SJ00;0;0
781;A025301;A041915;A041911;2003SJ00;0;0
782;A025301;A041915;A041911;2004SJ00;0;0
783;A025301;A041915;A041911;2005SJ00;0;0
784;A025301;A041915;A041911;2006SJ00;0;0
785;A025301;A041915;A041911;2007SJ00;0;0
786;A025301;A041915;A041911;2008SJ00;0;0
787;A025301;A041915;A041911;2009SJ00;0;0
788;A025301;A041915;A041911;2010SJ00;0;0
789;A025301;A041915;A041911;2011SJ00;0;0
790;A025301;A041915;A041911;2012SJ00;0;0
791;A025301;A041915;A041911;2013SJ00;0;0
792;A025301;A041915;A041911;2014SJ00;0;0
793;A025301;A041915;A041911;2015SJ00;2;6306
794;A025301;A041915;A041911;2016SJ00;2;5913
795;A025301;A041915;A041911;2017SJ00;2;6039
796;A025301;A041915;A041911;2018SJ00;2;6133
797;A025301;A041915;A041911;2019SJ00;2;5981
798;A025301;A041915;A041911;2020SJ00;2;5947
799;A025301;A041915;A041911;2021SJ00;2;5749
800;A025301;A041915;A041912;1990SJ00;0;0
801;A025301;A041915;A041912;1991SJ00;0;0
802;A025301;A041915;A041912;1992SJ00;0;0
803;A025301;A041915;A041912;1993SJ00;0;0
804;A025301;A041915;A041912;1994SJ00;0;0
805;A025301;A041915;A041912;1995SJ00;0;0
806;A025301;A041915;A041912;1996SJ00;0;0
807;A025301;A041915;A041912;1997SJ00;0;0
808;A025301;A041915;A041912;1998SJ00;0;0
809;A025301;A041915;A041912;1999SJ00;0;0
810;A025301;A041915;A041912;2000SJ00;0;0
811;A025301;A041915;A041912;2001SJ00;0;0
812;A025301;A041915;A041912;2002SJ00;0;0
813;A025301;A041915;A041912;2003SJ00;0;0
814;A025301;A041915;A041912;2004SJ00;0;0
815;A025301;A041915;A041912;2005SJ00;0;0
816;A025301;A041915;A041912;2006SJ00;0;0
817;A025301;A041915;A041912;2007SJ00;0;0
818;A025301;A041915;A041912;2008SJ00;0;0
819;A025301;A041915;A041912;2009SJ00;0;0
820;A025301;A041915;A041912;2010SJ00;0;0
821;A025301;A041915;A041912;2011SJ00;0;0
822;A025301;A041915;A041912;2012SJ00;0;0
823;A025301;A041915;A041912;2013SJ00;0;0
824;A025301;A041915;A041912;2014SJ00;0;0
825;A025301;A041915;A041912;2015SJ00;0;0
826;A025301;A041915;A041912;2016SJ00;0;0
827;A025301;A041915;A041912;2017SJ00;0;0
828;A025301;A041915;A041912;2018SJ00;0;0
829;A025301;A041915;A041912;2019SJ00;0;0
830;A025301;A041915;A041912;2020SJ00;0;0
831;A025301;A041915;A041912;2021SJ00;0;0
832;A025301;A041915;A041913;1990SJ00;0;0
833;A025301;A041915;A041913;1991SJ00;0;0
834;A025301;A041915;A041913;1992SJ00;0;0
835;A025301;A041915;A041913;1993SJ00;0;0
836;A025301;A041915;A041913;1994SJ00;0;0
837;A025301;A041915;A041913;1995SJ00;0;0
838;A025301;A041915;A041913;1996SJ00;0;0
839;A025301;A041915;A041913;1997SJ00;0;0
840;A025301;A041915;A041913;1998SJ00;0;0
841;A025301;A041915;A041913;1999SJ00;0;0
842;A025301;A041915;A041913;2000SJ00;0;0
843;A025301;A041915;A041913;2001SJ00;0;0
844;A025301;A041915;A041913;2002SJ00;0;0
845;A025301;A041915;A041913;2003SJ00;0;0
846;A025301;A041915;A041913;2004SJ00;0;0
847;A025301;A041915;A041913;2005SJ00;0;0
848;A025301;A041915;A041913;2006SJ00;0;0
849;A025301;A041915;A041913;2007SJ00;0;0
850;A025301;A041915;A041913;2008SJ00;0;0
851;A025301;A041915;A041913;2009SJ00;0;0
852;A025301;A041915;A041913;2010SJ00;0;0
853;A025301;A041915;A041913;2011SJ00;0;0
854;A025301;A041915;A041913;2012SJ00;0;0
855;A025301;A041915;A041913;2013SJ00;0;0
856;A025301;A041915;A041913;2014SJ00;0;0
857;A025301;A041915;A041913;2015SJ00;0;0
858;A025301;A041915;A041913;2016SJ00;0;0
859;A025301;A041915;A041913;2017SJ00;0;0
860;A025301;A041915;A041913;2018SJ00;0;0
861;A025301;A041915;A041913;2019SJ00;0;0
862;A025301;A041915;A041913;2020SJ00;0;0
863;A025301;A041915;A041913;2021SJ00;0;0
864;A025301;A041916;T001304;1990SJ00;2736;437177
865;A025301;A041916;T001304;1991SJ00;2723;426111
866;A025301;A041916;T001304;1992SJ00;2701;426061
867;A025301;A041916;T001304;1993SJ00;2640;425676
868;A025301;A041916;T001304;1994SJ00;2552;428538
869;A025301;A041916;T001304;1995SJ00;2409;432317
870;A025301;A041916;T001304;1996SJ00;2366;436643
871;A025301;A041916;T001304;1997SJ00;2316;436289
872;A025301;A041916;T001304;1998SJ00;2195;422631
873;A025301;A041916;T001304;1999SJ00;2150;417324
874;A025301;A041916;T001304;2000SJ00;2132;418576
875;A025301;A041916;T001304;2001SJ00;2253;443153
876;A025301;A041916;T001304;2002SJ00;2247;442195
877;A025301;A041916;T001304;2003SJ00;2231;443231
878;A025301;A041916;T001304;2004SJ00;2230;445878
879;A025301;A041916;T001304;2005SJ00;2215;446842
880;A025301;A041916;T001304;2006SJ00;2209;448447
881;A025301;A041916;T001304;2007SJ00;2214;450202
882;A025301;A041916;T001304;2008SJ00;2214;450659
883;A025301;A041916;T001304;2009SJ00;2203;448540
884;A025301;A041916;T001304;2010SJ00;2184;444700
885;A025301;A041916;T001304;2011SJ00;2172;438943
886;A025301;A041916;T001304;2012SJ00;2143;432773
887;A025301;A041916;T001304;2013SJ00;2113;426410
888;A025301;A041916;T001304;2014SJ00;2073;420791
889;A025301;A041916;T001304;2015SJ00;2031;416065
890;A025301;A041916;T001304;2016SJ00;2003;411548
891;A025301;A041916;T001304;2017SJ00;1978;407340
892;A025301;A041916;T001304;2018SJ00;1955;404489
893;A025301;A041916;T001304;2019SJ00;1943;401914
894;A025301;A041916;T001304;2020SJ00;1936;399588
895;A025301;A041916;T001304;2021SJ00;1920;395006
896;A025301;A041916;A041906;1990SJ00;733;49423
897;A025301;A041916;A041906;1991SJ00;765;51787
898;A025301;A041916;A041906;1992SJ00;757;51773
899;A025301;A041916;A041906;1993SJ00;715;48319
900;A025301;A041916;A041906;1994SJ00;661;44882
901;A025301;A041916;A041906;1995SJ00;585;39309
902;A025301;A041916;A041906;1996SJ00;561;37773
903;A025301;A041916;A041906;1997SJ00;523;35548
904;A025301;A041916;A041906;1998SJ00;484;32838
905;A025301;A041916;A041906;1999SJ00;473;32057
906;A025301;A041916;A041906;2000SJ00;455;31082
907;A025301;A041916;A041906;2001SJ00;465;31717
908;A025301;A041916;A041906;2002SJ00;470;31860
909;A025301;A041916;A041906;2003SJ00;449;30556
910;A025301;A041916;A041906;2004SJ00;449;30220
911;A025301;A041916;A041906;2005SJ00;429;29511
912;A025301;A041916;A041906;2006SJ00;420;28720
913;A025301;A041916;A041906;2007SJ00;428;28336
914;A025301;A041916;A041906;2008SJ00;445;29385
915;A025301;A041916;A041906;2009SJ00;461;30670
916;A025301;A041916;A041906;2010SJ00;472;32339
917;A025301;A041916;A041906;2011SJ00;481;32598
918;A025301;A041916;A041906;2012SJ00;465;31620
919;A025301;A041916;A041906;2013SJ00;464;31551
920;A025301;A041916;A041906;2014SJ00;443;30575
921;A025301;A041916;A041906;2015SJ00;417;28922
922;A025301;A041916;A041906;2016SJ00;406;28203
923;A025301;A041916;A041906;2017SJ00;390;27296
924;A025301;A041916;A041906;2018SJ00;381;27076
925;A025301;A041916;A041906;2019SJ00;376;26832
926;A025301;A041916;A041906;2020SJ00;376;26961
927;A025301;A041916;A041906;2021SJ00;370;26529
928;A025301;A041916;A041907;1990SJ00;1244;183227
929;A025301;A041916;A041907;1991SJ00;1253;184869
930;A025301;A041916;A041907;1992SJ00;1221;179610
931;A025301;A041916;A041907;1993SJ00;1153;169470
932;A025301;A041916;A041907;1994SJ00;1063;157261
933;A025301;A041916;A041907;1995SJ00;895;133512
934;A025301;A041916;A041907;1996SJ00;851;127835
935;A025301;A041916;A041907;1997SJ00;838;126136
936;A025301;A041916;A041907;1998SJ00;773;116837
937;A025301;A041916;A041907;1999SJ00;745;112471
938;A025301;A041916;A041907;2000SJ00;738;111478
939;A025301;A041916;A041907;2001SJ00;803;120534
940;A025301;A041916;A041907;2002SJ00;808;122017
941;A025301;A041916;A041907;2003SJ00;810;122286
942;A025301;A041916;A041907;2004SJ00;788;118271
943;A025301;A041916;A041907;2005SJ00;795;119551
944;A025301;A041916;A041907;2006SJ00;801;120488
945;A025301;A041916;A041907;2007SJ00;795;119490
946;A025301;A041916;A041907;2008SJ00;787;118994
947;A025301;A041916;A041907;2009SJ00;764;115867
948;A025301;A041916;A041907;2010SJ00;757;116124
949;A025301;A041916;A041907;2011SJ00;752;115349
950;A025301;A041916;A041907;2012SJ00;765;117718
951;A025301;A041916;A041907;2013SJ00;758;116606
952;A025301;A041916;A041907;2014SJ00;742;113008
953;A025301;A041916;A041907;2015SJ00;712;107660
954;A025301;A041916;A041907;2016SJ00;707;106925
955;A025301;A041916;A041907;2017SJ00;725;109671
956;A025301;A041916;A041907;2018SJ00;722;109712
957;A025301;A041916;A041907;2019SJ00;706;106381
958;A025301;A041916;A041907;2020SJ00;711;107300
959;A025301;A041916;A041907;2021SJ00;715;108323
960;A025301;A041916;A041908;1990SJ00;750;199436
961;A025301;A041916;A041908;1991SJ00;701;186986
962;A025301;A041916;A041908;1992SJ00;715;190132
963;A025301;A041916;A041908;1993SJ00;765;203839
964;A025301;A041916;A041908;1994SJ00;816;219538
